AnnoA;ClasseNUMERO;ClasseNOME;SESSO;Isc
2012/2013;LM-45;Musicologia e beni musicali;M;270
2012/2013;LM-46;Odontoiatria e protesi dentaria;F;1403
2012/2013;LM-46;Odontoiatria e protesi dentaria;M;1770
2012/2013;LM-47;Organizzazione e gestione dei servizi per lo sport e le attività motorie;F;89
2012/2013;LM-47;Organizzazione e gestione dei servizi per lo sport e le attività motorie;M;149
2012/2013;LM-48;Pianificazione territoriale urbanistica e ambientale;F;407
2012/2013;LM-48;Pianificazione territoriale urbanistica e ambientale;M;606
2012/2013;LM-49;Progettazione e gestione dei sistemi turistici;F;1059
2012/2013;LM-49;Progettazione e gestione dei sistemi turistici;M;327
2012/2013;LM-50;Programmazione e gestione dei servizi educativi;F;1830
2012/2013;LM-50;Programmazione e gestione dei servizi educativi;M;204
2012/2013;LM-51;Psicologia;F;15454
2012/2013;LM-51;Psicologia;M;2888
2012/2013;LM-52;Relazioni internazionali;F;3338
2012/2013;LM-52;Relazioni internazionali;M;2199
2012/2013;LM-53;Scienza e ingegneria dei materiali;F;312
2012/2013;LM-53;Scienza e ingegneria dei materiali;M;694
2012/2013;LM-54;Scienze chimiche;F;1223
2012/2013;LM-54;Scienze chimiche;M;1158
2012/2013;LM-55;Scienze cognitive;F;450
2012/2013;LM-55;Scienze cognitive;M;167
2012/2013;LM-56;Scienze dell'economia;F;4054
2012/2013;LM-56;Scienze dell'economia;M;4602
2012/2013;LM-57;Scienze dell'educazione degli adulti e della formazione continua;F;1038
2012/2013;LM-57;Scienze dell'educazione degli adulti e della formazione continua;M;149
2012/2013;LM-58;Scienze dell'universo;F;98
2012/2013;LM-58;Scienze dell'universo;M;121
2012/2013;LM-59;Scienze della comunicazione pubblica, d'impresa e pubblicità;F;2885
2012/2013;LM-59;Scienze della comunicazione pubblica, d'impresa e pubblicità;M;1453
2012/2013;LM-60;Scienze della natura;F;358
2012/2013;LM-60;Scienze della natura;M;272
2012/2013;LM-61;Scienze della nutrizione umana;F;1030
2012/2013;LM-61;Scienze della nutrizione umana;M;266
2012/2013;LM-62;Scienze della politica;F;1571
2012/2013;LM-62;Scienze della politica;M;1543
2012/2013;LM-63;Scienze delle pubbliche amministrazioni;F;1838
2012/2013;LM-63;Scienze delle pubbliche amministrazioni;M;1434
2012/2013;LM-64;Scienze delle religioni;F;67
2012/2013;LM-64;Scienze delle religioni;M;54
2012/2013;LM-65;Scienze dello spettacolo e produzione multimediale;F;1730
2012/2013;LM-65;Scienze dello spettacolo e produzione multimediale;M;800
2012/2013;LM-66;Sicurezza informatica;F;9
2012/2013;LM-66;Sicurezza informatica;M;57
2012/2013;LM-67;Scienze e tecniche delle attività motorie preventive e adattate;F;1184
2012/2013;LM-67;Scienze e tecniche delle attività motorie preventive e adattate;M;1274
2012/2013;LM-68;Scienze e tecniche dello sport;F;473
2012/2013;LM-68;Scienze e tecniche dello sport;M;994
2012/2013;LM-69;Scienze e tecnologie agrarie;F;469
2012/2013;LM-69;Scienze e tecnologie agrarie;M;1160
2012/2013;LM-70;Scienze e tecnologie alimentari;F;663
2012/2013;LM-70;Scienze e tecnologie alimentari;M;641
2012/2013;LM-71;Scienze e tecnologie della chimica industriale;F;248
2012/2013;LM-71;Scienze e tecnologie della chimica industriale;M;406
2012/2013;LM-72;Scienze e tecnologie della navigazione;F;13
2012/2013;LM-72;Scienze e tecnologie della navigazione;M;21
2012/2013;LM-73;Scienze e tecnologie forestali ed ambientali;F;232
2012/2013;LM-73;Scienze e tecnologie forestali ed ambientali;M;459
2012/2013;LM-74;Scienze e tecnologie geologiche;F;631
2012/2013;LM-74;Scienze e tecnologie geologiche;M;1012
2012/2013;LM-75;Scienze e tecnologie per l'ambiente e il territorio;F;517
2012/2013;LM-75;Scienze e tecnologie per l'ambiente e il territorio;M;552
2012/2013;LM-76;Scienze economiche per l'ambiente e la cultura;F;711
2012/2013;LM-76;Scienze economiche per l'ambiente e la cultura;M;174
2012/2013;LM-77;Scienze economico-aziendali;F;19277
2012/2013;LM-77;Scienze economico-aziendali;M;17797
2012/2013;LM-78;Scienze filosofiche;F;2564
2012/2013;LM-78;Scienze filosofiche;M;1937
2012/2013;LM-79;Scienze geofisiche;F;32
2012/2013;LM-79;Scienze geofisiche;M;56
2012/2013;LM-80;Scienze geografiche;F;106
2012/2013;LM-80;Scienze geografiche;M;136
2012/2013;LM-81;Scienze per la cooperazione allo sviluppo;F;840
2012/2013;LM-81;Scienze per la cooperazione allo sviluppo;M;427
2012/2013;LM-82;Scienze statistiche;F;576
2012/2013;LM-82;Scienze statistiche;M;541
2012/2013;LM-83;Scienze statistiche attuariali e finanziarie;F;281
2012/2013;LM-83;Scienze statistiche attuariali e finanziarie;M;334
2012/2013;LM-84;Scienze storiche;F;1254
2012/2013;LM-84;Scienze storiche;M;1741
2012/2013;LM-85;Scienze pedagogiche;F;5187
2012/2013;LM-85;Scienze pedagogiche;M;487
2012/2013;LM-85 bis;Scienze della formazione primaria;F;7987
2012/2013;LM-85 bis;Scienze della formazione primaria;M;414
2012/2013;LM-86;Scienze zootecniche e tecnologie  animali;F;261
2012/2013;LM-86;Scienze zootecniche e tecnologie  animali;M;206
2012/2013;LM-87;Servizio sociale e politiche sociali;F;3708
2012/2013;LM-87;Servizio sociale e politiche sociali;M;362
2012/2013;LM-88;Sociologia e ricerca sociale;F;1956
2012/2013;LM-88;Sociologia e ricerca sociale;M;743
2012/2013;LM-89;Storia dell'arte;F;3753
2012/2013;LM-89;Storia dell'arte;M;705
2012/2013;LM-90;Studi europei;F;249
2012/2013;LM-90;Studi europei;M;185
2012/2013;LM-91;Tecniche e metodi per la societa dell'informazione;F;9
2012/2013;LM-91;Tecniche e metodi per la societa dell'informazione;M;30
2012/2013;LM-92;Teorie della comunicazione;F;811
2012/2013;LM-92;Teorie della comunicazione;M;416
2012/2013;LM-93;Teorie e metodologie dell'e-learning e della media education;F;269
2012/2013;LM-93;Teorie e metodologie dell'e-learning e della media education;M;67
2012/2013;LM-94;Traduzione specialistica e interpretariato;F;1674
2012/2013;LM-94;Traduzione specialistica e interpretariato;M;245
2012/2013;LMG/01;Magistrali in giurisprudenza;F;97669
2012/2013;LMG/01;Magistrali in giurisprudenza;M;59546
2012/2013;LMR/02;Conservazione e restauro dei beni culturali;F;392
2012/2013;LMR/02;Conservazione e restauro dei beni culturali;M;64
2012/2013;SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;F;13399
2012/2013;SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;M;5873
2012/2013;SNT1/S;Specialistiche nelle scienze infermieristiche e ostetriche;F;161
2012/2013;SNT1/S;Specialistiche nelle scienze infermieristiche e ostetriche;M;64
2012/2013;SNT2;Professioni sanitarie della riabilitazione;F;3421
2012/2013;SNT2;Professioni sanitarie della riabilitazione;M;1887
2012/2013;SNT2/S;Specialistiche nelle scienze delle professioni sanitarie della riabilitazione;F;31
2012/2013;SNT2/S;Specialistiche nelle scienze delle professioni sanitarie della riabilitazione;M;11
2012/2013;SNT3;Professioni sanitarie tecniche;F;2557
2012/2013;SNT3;Professioni sanitarie tecniche;M;2019
2012/2013;SNT3/S;Specialistiche nelle scienze delle professioni sanitarie tecniche;F;25
2012/2013;SNT3/S;Specialistiche nelle scienze delle professioni sanitarie tecniche;M;25
2012/2013;SNT4;Professioni sanitarie della prevenzione;F;557
2012/2013;SNT4;Professioni sanitarie della prevenzione;M;636
2012/2013;SNT4/S;Specialistiche nelle scienze delle professioni sanitarie della prevenzione;F;3
2012/2013;SNT4/S;Specialistiche nelle scienze delle professioni sanitarie della prevenzione;M;19
2011/2012;1;Biotecnologie;F;2222
2011/2012;1;Biotecnologie;M;1155
2011/2012;01/S;Specialistiche in antropologia culturale ed etnologia;F;206
2011/2012;01/S;Specialistiche in antropologia culturale ed etnologia;M;60
2011/2012;2;Scienze dei servizi giuridici;F;2365
2011/2012;2;Scienze dei servizi giuridici;M;1812
2011/2012;02/S;Specialistiche in archeologia;F;250
2011/2012;02/S;Specialistiche in archeologia;M;127
2011/2012;3;Scienze della mediazione linguistica;F;5822
2011/2012;3;Scienze della mediazione linguistica;M;1268
2011/2012;03/S;Specialistiche in architettura del paesaggio;F;55
2011/2012;03/S;Specialistiche in architettura del paesaggio;M;31
2011/2012;4;Scienze dell'architettura e dell'ingegneria edile;F;4749
2011/2012;4;Scienze dell'architettura e dell'ingegneria edile;M;5810
2011/2012;04/S;Specialistiche in architettura e ingegneria edile;F;1002
2011/2012;04/S;Specialistiche in architettura e ingegneria edile;M;1045
2011/2012;04/S-cu;Scienze dell'architettura e dell'ingegneria edile - Ciclo Unico;F;8940
2011/2012;04/S-cu;Scienze dell'architettura e dell'ingegneria edile - Ciclo Unico;M;7726
2011/2012;5;Lettere;F;7804
2011/2012;5;Lettere;M;2459
2011/2012;05/S;Specialistiche in archivistica e biblioteconomia;F;81
2011/2012;05/S;Specialistiche in archivistica e biblioteconomia;M;13
2011/2012;6;Scienze del servizio sociale;F;3653
2011/2012;6;Scienze del servizio sociale;M;380
2011/2012;06/S;Specialistiche in biologia;F;496
2011/2012;06/S;Specialistiche in biologia;M;202
2011/2012;7;Urbanistica e scienze della pianificazione territoriale e ambientale;F;408
2011/2012;7;Urbanistica e scienze della pianificazione territoriale e ambientale;M;995
2011/2012;07/S;Specialistiche in biotecnologie agrarie;F;13
2011/2012;07/S;Specialistiche in biotecnologie agrarie;M;8
2011/2012;8;Ingegneria civile e ambientale;F;2632
2011/2012;8;Ingegneria civile e ambientale;M;7667
2011/2012;08/S;Specialistiche in biotecnologie industriali;F;41
2011/2012;08/S;Specialistiche in biotecnologie industriali;M;49
2011/2012;9;Ingegneria dell'informazione;F;2236
2011/2012;9;Ingegneria dell'informazione;M;12396
2011/2012;09/S;Specialistiche in biotecnologie mediche, veterinarie e farmaceutiche;F;152
2011/2012;09/S;Specialistiche in biotecnologie mediche, veterinarie e farmaceutiche;M;69
2011/2012;10;Ingegneria industriale;F;3428
2011/2012;10;Ingegneria industriale;M;15278
2011/2012;10/S;Specialistiche in conservazione dei beni architettonici e ambientali;F;11
2011/2012;10/S;Specialistiche in conservazione dei beni architettonici e ambientali;M;2
2011/2012;100/S;Specialistiche in tecniche e metodi per la societa dell'informazione;F;18
2011/2012;100/S;Specialistiche in tecniche e metodi per la societa dell'informazione;M;42
2011/2012;101/S;Specialistiche in teoria della comunicazione;F;144
2011/2012;101/S;Specialistiche in teoria della comunicazione;M;60
2011/2012;102/S;Specialistiche in teoria e tecniche della normazione e dell'informazione giuridica;F;16
2011/2012;102/S;Specialistiche in teoria e tecniche della normazione e dell'informazione giuridica;M;5
2011/2012;103/S;Specialistiche in teorie e metodi del disegno industriale;F;342
2011/2012;103/S;Specialistiche in teorie e metodi del disegno industriale;M;287
2011/2012;104/S;Specialistiche in traduzione letteraria e in traduzione tecnico-scientifica;F;302
2011/2012;104/S;Specialistiche in traduzione letteraria e in traduzione tecnico-scientifica;M;26
2011/2012;11;Lingue e culture moderne;F;10335
2011/2012;11;Lingue e culture moderne;M;2148
2011/2012;12;Scienze biologiche;F;7425
2011/2012;12;Scienze biologiche;M;2562
2011/2012;12/S;Specialistiche in conservazione e restauro del patrimonio storico-artistico;F;84
2011/2012;12/S;Specialistiche in conservazione e restauro del patrimonio storico-artistico;M;16
2011/2012;13;Scienze dei beni culturali;F;6738
2011/2012;13;Scienze dei beni culturali;M;1976
2011/2012;13/S;Specialistiche in editoria, comunicazione multimediale e giornalismo;F;307
2011/2012;13/S;Specialistiche in editoria, comunicazione multimediale e giornalismo;M;150
2011/2012;14;Scienze della comunicazione;F;7413
2011/2012;14;Scienze della comunicazione;M;4029
2011/2012;14/S;Specialistiche in farmacia e farmacia industriale;F;19004
2011/2012;14/S;Specialistiche in farmacia e farmacia industriale;M;7824
2011/2012;15;Scienze politiche e delle relazioni internazionali;F;4202
2011/2012;15;Scienze politiche e delle relazioni internazionali;M;5656
2011/2012;15/S;Specialistiche in filologia e letterature dell'antichita;F;169
2011/2012;15/S;Specialistiche in filologia e letterature dell'antichita;M;51
2011/2012;16;Scienze della Terra;F;439
2011/2012;16;Scienze della Terra;M;905
2011/2012;16/S;Specialistiche in filologia moderna;F;604
2011/2012;16/S;Specialistiche in filologia moderna;M;149
2011/2012;17;Scienze dell'economia e della gestione aziendale;F;17577
2011/2012;17;Scienze dell'economia e della gestione aziendale;M;18337
2011/2012;17/S;Specialistiche in filosofia e storia della scienza;F;7
2011/2012;17/S;Specialistiche in filosofia e storia della scienza;M;7
2011/2012;18;Scienze dell'educazione e della formazione;F;12647
2011/2012;18;Scienze dell'educazione e della formazione;M;1361
2011/2012;18/S;Specialistiche in filosofia teoretica, morale, politica ed estetica;F;191
2011/2012;18/S;Specialistiche in filosofia teoretica, morale, politica ed estetica;M;136
2011/2012;18-bis;Scienze della Formazione Primaria - Quadriennale;F;19857
2011/2012;18-bis;Scienze della Formazione Primaria - Quadriennale;M;952
2011/2012;19;Scienze dell'amministrazione;F;2000
2011/2012;19;Scienze dell'amministrazione;M;1705
2011/2012;19/S;Specialistiche in finanza;F;67
2011/2012;19/S;Specialistiche in finanza;M;78
2011/2012;20;Scienze e tecnologie agrarie, agroalimentari e forestali;F;1999
2011/2012;20;Scienze e tecnologie agrarie, agroalimentari e forestali;M;3884
2011/2012;20/S;Specialistiche in fisica;F;107
2011/2012;20/S;Specialistiche in fisica;M;218
2011/2012;21;Scienze e tecnologie chimiche;F;1195
2011/2012;21;Scienze e tecnologie chimiche;M;1408
2011/2012;21/S;Specialistiche in geografia;F;15
2011/2012;21/S;Specialistiche in geografia;M;23
2011/2012;22;Scienze e tecnologie della navigazione marittima e aerea;F;23
2011/2012;22;Scienze e tecnologie della navigazione marittima e aerea;M;75
2011/2012;22/S;Specialistiche in giurisprudenza;F;1777
2011/2012;22/S;Specialistiche in giurisprudenza;M;1103
2011/2012;23;Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda;F;2517
2011/2012;23;Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda;M;1307
2011/2012;23/S;Specialistiche in informatica;F;139
2011/2012;23/S;Specialistiche in informatica;M;629
2011/2012;24;Scienze e tecnologie farmaceutiche;F;2943
2011/2012;24;Scienze e tecnologie farmaceutiche;M;1299
2011/2012;24/S;Specialistiche in informatica per le discipline umanistiche;F;38
2011/2012;24/S;Specialistiche in informatica per le discipline umanistiche;M;21
2011/2012;25;Scienze e tecnologie fisiche;F;652
2011/2012;25;Scienze e tecnologie fisiche;M;1349
2011/2012;25/S;Specialistiche in ingegneria aerospaziale e astronautica;F;115
2011/2012;25/S;Specialistiche in ingegneria aerospaziale e astronautica;M;619
2011/2012;26;Scienze e tecnologie informatiche;F;1024
2011/2012;26;Scienze e tecnologie informatiche;M;6171
2011/2012;26/S;Specialistiche in ingegneria biomedica;F;240
2011/2012;26/S;Specialistiche in ingegneria biomedica;M;251
2011/2012;27;Scienze e tecnologie per l'ambiente e la natura;F;1256
2011/2012;27;Scienze e tecnologie per l'ambiente e la natura;M;1284
2011/2012;27/S;Specialistiche in ingegneria chimica;F;161
2011/2012;27/S;Specialistiche in ingegneria chimica;M;182
2011/2012;28;Scienze economiche;F;5735
2011/2012;28;Scienze economiche;M;5830
2011/2012;28/S;Specialistiche in ingegneria civile;F;490
2011/2012;28/S;Specialistiche in ingegneria civile;M;1370
2011/2012;29;Filosofia;F;1767
2011/2012;29;Filosofia;M;1428
2011/2012;29/S;Specialistiche in ingegneria dell'automazione;F;39
2011/2012;29/S;Specialistiche in ingegneria dell'automazione;M;296
2011/2012;30;Scienze geografiche;F;189
2011/2012;30;Scienze geografiche;M;186
2011/2012;30/S;Specialistiche in ingegneria delle telecomunicazioni;F;104
2011/2012;30/S;Specialistiche in ingegneria delle telecomunicazioni;M;527
2011/2012;31;Scienze giuridiche;F;4871
2011/2012;31;Scienze giuridiche;M;3288
2011/2012;31/S;Specialistiche in ingegneria elettrica;F;20
2011/2012;31/S;Specialistiche in ingegneria elettrica;M;278
2011/2012;31-bis;Scienze giuridiche - Quinquennale;F;529
2011/2012;31-bis;Scienze giuridiche - Quinquennale;M;300
2011/2012;32;Scienze matematiche;F;1451
2011/2012;32;Scienze matematiche;M;902
2011/2012;32/S;Specialistiche in ingegneria elettronica;F;131
2011/2012;32/S;Specialistiche in ingegneria elettronica;M;886
2011/2012;33;Scienze delle attivita motorie e sportive;F;2880
2011/2012;33;Scienze delle attivita motorie e sportive;M;5620
2011/2012;33/S;Specialistiche in ingegneria energetica e nucleare;F;71
2011/2012;33/S;Specialistiche in ingegneria energetica e nucleare;M;281
2011/2012;34;Scienze e tecniche psicologiche;F;9046
2011/2012;34;Scienze e tecniche psicologiche;M;2384
2011/2012;34/S;Specialistiche in ingegneria gestionale;F;497
2011/2012;34/S;Specialistiche in ingegneria gestionale;M;921
2011/2012;35;Scienze sociali per la cooperazione, lo sviluppo e la pace;F;585
2011/2012;35;Scienze sociali per la cooperazione, lo sviluppo e la pace;M;450
2011/2012;35/S;Specialistiche in ingegneria informatica;F;205
2011/2012;35/S;Specialistiche in ingegneria informatica;M;1406
2011/2012;36;Scienze sociologiche;F;2224
2011/2012;36;Scienze sociologiche;M;925
2011/2012;36/S;Specialistiche in ingegneria meccanica;F;157
2011/2012;36/S;Specialistiche in ingegneria meccanica;M;1671
2011/2012;37;Scienze statistiche;F;351
2011/2012;37;Scienze statistiche;M;406
2011/2012;37/S;Specialistiche in ingegneria navale;F;12
2011/2012;37/S;Specialistiche in ingegneria navale;M;97
2011/2012;38;Scienze storiche;F;1069
2011/2012;38;Scienze storiche;M;1486
2011/2012;38/S;Specialistiche in ingegneria per l'ambiente e il territorio;F;287
